S3: N=20, L=20, pop=60
S676: N=95, L=110, pop=315
S949: N=115, L=63, pop=241
S951: N=75, L=134, pop=343
S954: N=93, L=119, pop=331
S955: N=28, L=97, pop=222
S959: N=54, L=109, pop=272
S968: N=95, L=108, pop=311
S977: N=108, L=75, pop=258
S979: N=84, L=130, pop=344
S981: N=109, L=101, pop=311
S982: N=95, L=115, pop=325
S992: N=113, L=59, pop=231
S998: N=36, L=50, pop=136
S1000: N=106, L=115, pop=336
S1008: N=87, L=89, pop=265
S1010: N=73, L=78, pop=229
S1012: N=104, L=77, pop=258
S1019: N=99, L=91, pop=281
S1375: N=80, L=104, pop=288
S1385: N=127, L=88, pop=303
S1395: N=90, L=62, pop=214
S1401: N=129, L=78, pop=285
S1407: N=85, L=97, pop=279
S1410: N=87, L=79, pop=245
S1418: N=135, L=86, pop=307
S1428: N=177, L=92, pop=361
S1436: N=120, L=105, pop=330
S1437: N=100, L=72, pop=244
S1821: N=153, L=136, pop=425
S1825: N=75, L=90, pop=255
S1829: N=102, L=97, pop=296
S1839: N=108, L=93, pop=294
S1840: N=120, L=53, pop=226
S1845: N=75, L=107, pop=289
S1846: N=102, L=98, pop=298
S1853: N=120, L=95, pop=310
S1854: N=108, L=69, pop=246
S1855: N=104, L=116, pop=336
S1856: N=122, L=117, pop=356
S1865: N=162, L=124, pop=410
S1869: N=110, L=79, pop=268
S1872: N=85, L=67, pop=219
S1877: N=96, L=119, pop=334
S1882: N=62, L=116, pop=294
S1889: N=109, L=122, pop=353
S1891: N=109, L=98, pop=305
S2424: N=138, L=81, pop=300
S2434: N=140, L=98, pop=336
S2436: N=102, L=110, pop=322
S2437: N=67, L=95, pop=257
S2447: N=137, L=102, pop=341
S2456: N=81, L=92, pop=265
S2458: N=131, L=56, pop=243
S2464: N=127, L=70, pop=267
S2470: N=73, L=87, pop=247
S2479: N=74, L=77, pop=228
S2488: N=80, L=73, pop=226
S2498: N=141, L=76, pop=293
S2507: N=67, L=107, pop=281
S2516: N=99, L=141, pop=381
S2520: N=94, L=89, pop=272
S2524: N=83, L=105, pop=293
S2532: N=82, L=123, pop=328
S2536: N=80, L=59, pop=198
S3155: N=120, L=111, pop=342
S3741: N=121, L=82, pop=285
S3742: N=131, L=106, pop=343
S4379: N=110, L=94, pop=298
S4387: N=54, L=45, pop=144
S4391: N=46, L=76, pop=198
S4397: N=46, L=66, pop=178
S4401: N=90, L=74, pop=238
S4403: N=71, L=70, pop=211
S4411: N=65, L=97, pop=259
S4421: N=102, L=91, pop=284
S4428: N=104, L=70, pop=244
S5143: N=117, L=35, pop=187
S5147: N=65, L=151, pop=367
S5154: N=72, L=89, pop=250
S5160: N=52, L=113, pop=278
S5170: N=101, L=102, pop=305
S5180: N=47, L=104, pop=255
S5181: N=118, L=88, pop=294
S5191: N=89, L=75, pop=239
S5201: N=100, L=62, pop=224
S5208: N=81, L=80, pop=241
S5211: N=71, L=101, pop=273
S5216: N=58, L=90, pop=238
S5224: N=116, L=51, pop=218
S5234: N=106, L=99, pop=304
S5970: N=75, L=49, pop=173
S6681: N=80, L=90, pop=260
S6684: N=90, L=70, pop=230
S6694: N=101, L=83, pop=267
S6703: N=89, L=91, pop=271
S6708: N=87, L=80, pop=247
S6714: N=53, L=103, pop=259
S6718: N=129, L=51, pop=231
S6728: N=113, L=63, pop=239
S6736: N=76, L=59, pop=194
S6737: N=79, L=56, pop=191
S6743: N=63, L=62, pop=187
S6746: N=82, L=66, pop=214
S6753: N=97, L=82, pop=261
S6761: N=84, L=41, pop=166
S7539: N=41, L=107, pop=255
S7545: N=70, L=75, pop=220
S7551: N=96, L=100, pop=296
S7557: N=28, L=77, pop=182
S7563: N=88, L=68, pop=224
S7573: N=123, L=98, pop=319
S7578: N=118, L=39, pop=196
S7587: N=92, L=57, pop=206
S7597: N=120, L=80, pop=280
S7598: N=63, L=91, pop=245
S7599: N=95, L=77, pop=249
S7600: N=79, L=78, pop=235
S7606: N=99, L=62, pop=223
S7613: N=88, L=86, pop=260
S7619: N=53, L=83, pop=219
S7626: N=60, L=88, pop=236
S7631: N=93, L=66, pop=225
S7639: N=27, L=62, pop=151
S7642: N=65, L=68, pop=201
S7648: N=63, L=51, pop=165
S8588: N=86, L=79, pop=244
S8597: N=108, L=86, pop=280
S8606: N=71, L=61, pop=193
S8607: N=36, L=68, pop=172
S8609: N=33, L=46, pop=125
S8616: N=55, L=74, pop=203
S8620: N=105, L=44, pop=193
S8622: N=54, L=76, pop=206
S8626: N=73, L=52, pop=177
S8629: N=88, L=83, pop=254
S8635: N=99, L=73, pop=245
S8643: N=84, L=92, pop=268
S8652: N=88, L=105, pop=298
S9636: N=60, L=95, pop=250
S9637: N=81, L=85, pop=251
S10778: N=58, L=64, pop=186
S10779: N=69, L=61, pop=191
S10784: N=67, L=59, pop=185
S10786: N=59, L=119, pop=297
S10793: N=75, L=84, pop=243
S10803: N=48, L=84, pop=216
S10810: N=72, L=56, pop=184
S10816: N=72, L=45, pop=162
S10824: N=65, L=58, pop=181
S10825: N=91, L=105, pop=301
S10835: N=82, L=74, pop=230
S10843: N=39, L=92, pop=223
S10853: N=53, L=55, pop=163
S10860: N=78, L=60, pop=198
S10863: N=74, L=81, pop=236
S10871: N=56, L=59, pop=174
S10881: N=87, L=31, pop=149
S10884: N=55, L=43, pop=141
S12087: N=83, L=80, pop=243
S12094: N=79, L=43, pop=165
S12104: N=86, L=69, pop=224
S12106: N=58, L=83, pop=224
S12112: N=46, L=33, pop=112
S12117: N=70, L=59, pop=188
S12121: N=67, L=77, pop=221
S12123: N=78, L=22, pop=122
S12126: N=47, L=32, pop=111
S12129: N=88, L=54, pop=196
S12139: N=78, L=60, pop=198
S13297: N=56, L=77, pop=210
S13298: N=27, L=38, pop=103
S13301: N=69, L=53, pop=175
S13302: N=71, L=54, pop=179
S13310: N=74, L=49, pop=172
S13319: N=52, L=87, pop=226
S13326: N=75, L=96, pop=267
S13329: N=62, L=84, pop=230
S13335: N=94, L=58, pop=210
S13341: N=83, L=80, pop=243
S13347: N=31, L=63, pop=157
S13353: N=59, L=78, pop=215
S13355: N=51, L=50, pop=151
S13363: N=54, L=74, pop=202
S14596: N=59, L=41, pop=141
S14604: N=53, L=77, pop=207
S14607: N=42, L=52, pop=146
S14614: N=38, L=68, pop=174
S14622: N=94, L=33, pop=160
S15907: N=67, L=46, pop=159
S17194: N=57, L=80, pop=217
S17200: N=52, L=76, pop=204
S18454: N=40, L=58, pop=156
S18458: N=69, L=93, pop=255
S18465: N=57, L=67, pop=191
S18472: N=27, L=72, pop=171
S18481: N=40, L=79, pop=198
S18483: N=31, L=48, pop=127
S18484: N=54, L=69, pop=192
S18486: N=62, L=62, pop=186
S18487: N=74, L=49, pop=172
S18493: N=63, L=43, pop=149
S18502: N=55, L=38, pop=131
S18510: N=74, L=51, pop=176
S19894: N=66, L=39, pop=144
S19903: N=76, L=56, pop=188
S19912: N=27, L=49, pop=125
S19916: N=51, L=30, pop=111
S21288: N=59, L=37, pop=133
S21298: N=28, L=21, pop=70
S21302: N=67, L=26, pop=119
S21307: N=48, L=53, pop=154
S21310: N=42, L=54, pop=150
S21314: N=37, L=41, pop=119
S21318: N=66, L=53, pop=172
S21324: N=47, L=55, pop=157
S21332: N=53, L=41, pop=135
S22780: N=58, L=59, pop=176
S22785: N=33, L=54, pop=141
S22794: N=41, L=37, pop=115
S22801: N=33, L=39, pop=111
S22804: N=72, L=43, pop=158
S22807: N=83, L=52, pop=187
S24345: N=34, L=44, pop=122
S24352: N=68, L=72, pop=212
S24353: N=53, L=62, pop=177
S24360: N=38, L=35, pop=108
S24367: N=34, L=65, pop=164
S24373: N=67, L=44, pop=155
S24376: N=41, L=36, pop=113
S24384: N=58, L=58, pop=174
S24391: N=15, L=28, pop=71
S24393: N=26, L=39, pop=104
S24400: N=58, L=41, pop=140
S25938: N=46, L=51, pop=148
S25947: N=35, L=58, pop=151
S25949: N=37, L=58, pop=153
S25953: N=37, L=35, pop=107
S27501: N=25, L=49, pop=123
S27511: N=46, L=54, pop=154
S27520: N=52, L=31, pop=114
S27526: N=37, L=43, pop=123
S27531: N=28, L=64, pop=156
S27532: N=39, L=22, pop=83
S27537: N=46, L=48, pop=142
S27543: N=37, L=62, pop=161
S27550: N=37, L=26, pop=89
S27555: N=45, L=27, pop=99
S27557: N=54, L=38, pop=130
S29133: N=48, L=54, pop=156
S29135: N=50, L=43, pop=136
S29139: N=42, L=51, pop=144
S30826: N=34, L=33, pop=100
S30833: N=32, L=42, pop=116
S30843: N=46, L=42, pop=130
S30849: N=34, L=25, pop=84
S30855: N=32, L=37, pop=106
S30865: N=42, L=46, pop=134
S30868: N=42, L=23, pop=88
S30878: N=35, L=37, pop=109
S30886: N=43, L=32, pop=107
S30887: N=24, L=38, pop=100
S30897: N=48, L=29, pop=106
S30902: N=45, L=40, pop=125
S30907: N=44, L=35, pop=114
S30916: N=30, L=51, pop=132
S30922: N=21, L=52, pop=125
S30929: N=30, L=28, pop=86
S30933: N=46, L=47, pop=140
S30940: N=23, L=39, pop=101
S30947: N=17, L=43, pop=103
S30948: N=20, L=29, pop=78
S32655: N=27, L=50, pop=127
S32662: N=41, L=40, pop=121
S32666: N=25, L=36, pop=97
S34325: N=39, L=25, pop=89
S34329: N=37, L=11, pop=59
S34339: N=27, L=39, pop=105
S34343: N=40, L=25, pop=90
S34348: N=27, L=27, pop=81
S34358: N=36, L=35, pop=106
S34364: N=50, L=35, pop=120
S34368: N=24, L=20, pop=64
S34373: N=40, L=35, pop=110
S34378: N=27, L=32, pop=91
S34382: N=38, L=31, pop=100
S34383: N=41, L=19, pop=79
S34386: N=31, L=33, pop=97
S34396: N=18, L=39, pop=96
S34399: N=28, L=18, pop=64
S34405: N=42, L=15, pop=72
S36239: N=18, L=22, pop=62
S36241: N=29, L=22, pop=73
S36247: N=32, L=24, pop=80
S36252: N=37, L=18, pop=73
S36261: N=22, L=27, pop=76
S36262: N=42, L=27, pop=96
S36266: N=31, L=36, pop=103
S36275: N=28, L=22, pop=72
S36276: N=38, L=24, pop=86
S36284: N=31, L=26, pop=83
S36290: N=37, L=34, pop=105
S36292: N=46, L=19, pop=84
S36302: N=12, L=28, pop=68
S36308: N=29, L=33, pop=95
S38287: N=19, L=20, pop=59
S38288: N=26, L=21, pop=68
S38291: N=31, L=27, pop=85
S38294: N=35, L=32, pop=99
S38298: N=21, L=28, pop=77
S38301: N=24, L=31, pop=86
S38309: N=13, L=35, pop=83
S40278: N=26, L=29, pop=84
S40280: N=29, L=18, pop=65
S40285: N=16, L=23, pop=62
S40289: N=20, L=26, pop=72
S40296: N=22, L=24, pop=70
S40303: N=18, L=23, pop=64
S40309: N=29, L=26, pop=81
S40310: N=16, L=28, pop=72
S40317: N=23, L=16, pop=55
S40319: N=21, L=19, pop=59
S40325: N=19, L=27, pop=73
S40328: N=24, L=21, pop=66
S40333: N=25, L=20, pop=65
S40342: N=27, L=30, pop=87
S40352: N=29, L=19, pop=67
S40359: N=24, L=16, pop=56
S40368: N=17, L=17, pop=51
S40371: N=29, L=17, pop=63
S40373: N=29, L=29, pop=87
S42545: N=20, L=20, pop=60
S42549: N=20, L=20, pop=60
S42553: N=20, L=20, pop=60
S42557: N=20, L=20, pop=60
S3: N=178, L=115, pop=408
S8: N=102, L=90, pop=282
S10: N=153, L=129, pop=411
S15: N=61, L=91, pop=243
S23: N=103, L=76, pop=255
S31: N=65, L=113, pop=291
S32: N=144, L=59, pop=262
S39: N=146, L=134, pop=414
S41: N=84, L=138, pop=360
S47: N=159, L=63, pop=285
S52: N=117, L=173, pop=463
S58: N=116, L=115, pop=346
S61: N=76, L=106, pop=288
S63: N=154, L=78, pop=310
S72: N=117, L=161, pop=439
S76: N=72, L=120, pop=312
S182: N=106, L=83, pop=272
S188: N=85, L=75, pop=235
S189: N=145, L=111, pop=367
S192: N=114, L=109, pop=332
S202: N=125, L=122, pop=369
S210: N=134, L=137, pop=408
S211: N=94, L=123, pop=340
S213: N=93, L=121, pop=335
S219: N=147, L=96, pop=339
S224: N=110, L=113, pop=336
S225: N=106, L=106, pop=318
S356: N=105, L=109, pop=323
S361: N=99, L=63, pop=225
S370: N=108, L=109, pop=326
S377: N=135, L=84, pop=303
S381: N=86, L=106, pop=298
S384: N=110, L=105, pop=320
S392: N=78, L=165, pop=408
S398: N=98, L=108, pop=314
S401: N=104, L=123, pop=350
S411: N=109, L=90, pop=289
S414: N=140, L=66, pop=272
S418: N=94, L=133, pop=360
S419: N=109, L=118, pop=345
S427: N=109, L=103, pop=315
S434: N=158, L=121, pop=400
S438: N=99, L=65, pop=229
S659: N=151, L=92, pop=335
S668: N=137, L=129, pop=395
S676: N=92, L=117, pop=326
S949: N=111, L=62, pop=235
S951: N=82, L=134, pop=350
S954: N=90, L=122, pop=334
S955: N=37, L=93, pop=223
S959: N=59, L=107, pop=273
S968: N=95, L=107, pop=309
S977: N=112, L=72, pop=256
S979: N=80, L=134, pop=348
S981: N=119, L=100, pop=319
S982: N=100, L=125, pop=350
S992: N=110, L=67, pop=244
S998: N=39, L=53, pop=145
S1000: N=114, L=125, pop=364
S1008: N=86, L=94, pop=274
S1010: N=76, L=82, pop=240
S1012: N=114, L=84, pop=282
S1019: N=103, L=89, pop=281
S1375: N=89, L=111, pop=311
S1385: N=137, L=89, pop=315
S1395: N=99, L=70, pop=239
S1401: N=130, L=79, pop=288
S1407: N=84, L=99, pop=282
S1410: N=82, L=86, pop=254
S1418: N=136, L=81, pop=298
S1428: N=176, L=87, pop=350
S1436: N=129, L=114, pop=357
S1437: N=96, L=80, pop=256
S1821: N=161, L=140, pop=441
S1825: N=71, L=85, pop=241
S1829: N=106, L=103, pop=312
S1839: N=109, L=94, pop=297
S1840: N=120, L=61, pop=242
S1845: N=79, L=109, pop=297
S1846: N=112, L=99, pop=310
S1853: N=129, L=102, pop=333
S1854: N=114, L=69, pop=252
S1855: N=101, L=125, pop=351
S1856: N=129, L=116, pop=361
S1865: N=167, L=127, pop=421
S1869: N=107, L=76, pop=259
S1872: N=88, L=73, pop=234
S1877: N=100, L=126, pop=352
S1882: N=62, L=113, pop=288
S1889: N=104, L=125, pop=354
S1891: N=110, L=101, pop=312
S2424: N=143, L=86, pop=315
S2434: N=148, L=101, pop=350
S2436: N=104, L=120, pop=344
S2437: N=72, L=97, pop=266
S2447: N=135, L=98, pop=331
S2456: N=88, L=100, pop=288
S2458: N=133, L=55, pop=243
S2464: N=122, L=76, pop=274
S2470: N=69, L=90, pop=249
S2479: N=70, L=73, pop=216
S2488: N=80, L=80, pop=240
S2498: N=138, L=82, pop=302
S2507: N=75, L=105, pop=285
S2516: N=98, L=150, pop=398
S2520: N=101, L=88, pop=277
S2524: N=78, L=110, pop=298
S2532: N=85, L=119, pop=323
S2536: N=84, L=68, pop=220
S3155: N=125, L=119, pop=363
S3741: N=123, L=88, pop=299
S3742: N=140, L=115, pop=370
S4379: N=116, L=97, pop=310
S4387: N=60, L=44, pop=148
S4391: N=53, L=81, pop=215
S4397: N=52, L=72, pop=196
S4401: N=88, L=80, pop=248
S4403: N=66, L=67, pop=200
S4411: N=60, L=96, pop=252
S4421: N=105, L=101, pop=307
S4428: N=103, L=68, pop=239
S5143: N=127, L=30, pop=187
S5147: N=69, L=157, pop=383
S5154: N=75, L=90, pop=255
S5160: N=61, L=115, pop=291
S5170: N=109, L=110, pop=329
S5180: N=48, L=99, pop=246
S5181: N=126, L=96, pop=318
S5191: N=97, L=82, pop=261
S5201: N=96, L=62, pop=220
S5208: N=86, L=79, pop=244
S5211: N=71, L=109, pop=289
S5216: N=58, L=90, pop=238
S5224: N=117, L=53, pop=223
S5234: N=115, L=94, pop=303
S5970: N=84, L=50, pop=184
S6681: N=86, L=89, pop=264
S6684: N=97, L=75, pop=247
S6694: N=111, L=78, pop=267
S6703: N=91, L=93, pop=277
S6708: N=97, L=86, pop=269
S6714: N=48, L=110, pop=268
S6718: N=127, L=48, pop=223
S6728: N=122, L=70, pop=262
S6736: N=77, L=68, pop=213
S6737: N=77, L=62, pop=201
S6743: N=61, L=60, pop=181
S6746: N=89, L=67, pop=223
S6753: N=97, L=83, pop=263
S6761: N=92, L=38, pop=168
S7539: N=38, L=103, pop=244
S7545: N=74, L=78, pop=230
S7551: N=105, L=105, pop=315
S7557: N=25, L=80, pop=185
S7563: N=85, L=69, pop=223
S7573: N=128, L=101, pop=330
S7578: N=125, L=39, pop=203
S7587: N=88, L=54, pop=196
S7597: N=123, L=85, pop=293
S7598: N=61, L=98, pop=257
S7599: N=91, L=73, pop=237
S7600: N=83, L=73, pop=229
S7606: N=95, L=68, pop=231
S7613: N=93, L=85, pop=263
S7619: N=61, L=79, pop=219
S7626: N=62, L=83, pop=228
S7631: N=99, L=67, pop=233
S7639: N=28, L=68, pop=164
S7642: N=61, L=72, pop=205
S7648: N=69, L=52, pop=173
S8588: N=85, L=81, pop=247
S8597: N=117, L=93, pop=303
S8606: N=74, L=56, pop=186
S8607: N=37, L=70, pop=177
S8609: N=43, L=45, pop=133
S8616: N=62, L=75, pop=212
S8620: N=114, L=53, pop=220
S8622: N=59, L=74, pop=207
S8626: N=71, L=59, pop=189
S8629: N=84, L=81, pop=246
S8635: N=103, L=75, pop=253
S8643: N=92, L=96, pop=284
S8652: N=89, L=100, pop=289
S9636: N=66, L=92, pop=250
S9637: N=80, L=89, pop=258
S10778: N=58, L=60, pop=178
S10779: N=67, L=61, pop=189
S10784: N=66, L=65, pop=196
S10786: N=67, L=114, pop=295
S10793: N=81, L=93, pop=267
S10803: N=44, L=83, pop=210
S10810: N=70, L=56, pop=182
S10816: N=72, L=45, pop=162
S10824: N=73, L=60, pop=193
S10825: N=90, L=110, pop=310
S10835: N=79, L=77, pop=233
S10843: N=44, L=98, pop=240
S10853: N=50, L=53, pop=156
S10860: N=73, L=64, pop=201
S10863: N=76, L=89, pop=254
S10871: N=61, L=58, pop=177
S10881: N=85, L=26, pop=137
S10884: N=54, L=50, pop=154
S12087: N=90, L=84, pop=258
S12094: N=81, L=46, pop=173
S12104: N=96, L=79, pop=254
S12106: N=66, L=87, pop=240
S12112: N=41, L=33, pop=107
S12117: N=79, L=56, pop=191
S12121: N=68, L=82, pop=232
S12123: N=81, L=32, pop=145
S12126: N=52, L=39, pop=130
S12129: N=91, L=53, pop=197
S12139: N=86, L=55, pop=196
S13297: N=55, L=87, pop=229
S13298: N=28, L=42, pop=112
S13301: N=72, L=50, pop=172
S13302: N=73, L=59, pop=191
S13310: N=74, L=50, pop=174
S13319: N=48, L=93, pop=234
S13326: N=80, L=106, pop=292
S13329: N=60, L=82, pop=224
S13335: N=90, L=58, pop=206
S13341: N=86, L=79, pop=244
S13347: N=33, L=65, pop=163
S13353: N=54, L=73, pop=200
S13355: N=46, L=53, pop=152
S13363: N=63, L=78, pop=219
S14596: N=58, L=44, pop=146
S14604: N=62, L=73, pop=208
S14607: N=39, L=60, pop=159
S14614: N=42, L=70, pop=182
S14622: N=96, L=37, pop=170
S15907: N=68, L=48, pop=164
S17194: N=63, L=77, pop=217
S17200: N=58, L=77, pop=212
S18454: N=36, L=53, pop=142
S18458: N=72, L=92, pop=256
S18465: N=55, L=62, pop=179
S18472: N=24, L=78, pop=180
S18481: N=50, L=89, pop=228
S18483: N=37, L=48, pop=133
S18484: N=56, L=72, pop=200
S18486: N=63, L=71, pop=205
S18487: N=76, L=58, pop=192
S18493: N=61, L=46, pop=153
S18502: N=56, L=37, pop=130
S18510: N=76, L=52, pop=180
S19894: N=76, L=46, pop=168
S19903: N=77, L=60, pop=197
S19912: N=23, L=52, pop=127
S19916: N=53, L=33, pop=119
S21288: N=57, L=37, pop=131
S21298: N=26, L=16, pop=58
S21302: N=65, L=25, pop=115
S21307: N=56, L=53, pop=162
S21310: N=38, L=49, pop=136
S21314: N=43, L=37, pop=117
S21318: N=62, L=48, pop=158
S21324: N=46, L=62, pop=170
S21332: N=50, L=38, pop=126
S22780: N=66, L=69, pop=204
S22785: N=41, L=61, pop=163
S22794: N=43, L=33, pop=109
S22801: N=31, L=42, pop=115
S22804: N=77, L=46, pop=169
S22807: N=88, L=56, pop=200
S24345: N=43, L=47, pop=137
S24352: N=64, L=76, pop=216
S24353: N=55, L=63, pop=181
S24360: N=33, L=34, pop=101
S24367: N=42, L=64, pop=170
S24373: N=65, L=40, pop=145
S24376: N=41, L=36, pop=113
S24384: N=53, L=66, pop=185
S24391: N=14, L=26, pop=66
S24393: N=35, L=46, pop=127
S24400: N=67, L=39, pop=145
S25938: N=49, L=55, pop=159
S25947: N=33, L=56, pop=145
S25949: N=45, L=56, pop=157
S25953: N=44, L=44, pop=132
S27501: N=28, L=57, pop=142
S27511: N=51, L=54, pop=159
S27520: N=49, L=38, pop=125
S27526: N=40, L=51, pop=142
S27531: N=35, L=68, pop=171
S27532: N=35, L=28, pop=91
S27537: N=54, L=45, pop=144
S27543: N=35, L=65, pop=165
S27550: N=36, L=23, pop=82
S27555: N=44, L=24, pop=92
S27557: N=57, L=35, pop=127
S29133: N=51, L=61, pop=173
S29135: N=55, L=41, pop=137
S29139: N=49, L=57, pop=163
S30826: N=39, L=33, pop=105
S30833: N=33, L=47, pop=127
S30843: N=54, L=42, pop=138
S30849: N=42, L=28, pop=98
S30855: N=31, L=38, pop=107
S30865: N=47, L=48, pop=143
S30868: N=41, L=26, pop=93
S30878: N=44, L=32, pop=108
S30886: N=42, L=32, pop=106
S30887: N=31, L=37, pop=105
S30897: N=47, L=32, pop=111
S30902: N=47, L=37, pop=121
S30907: N=49, L=44, pop=137
S30916: N=27, L=61, pop=149
S30922: N=30, L=55, pop=140
S30929: N=33, L=29, pop=91
S30933: N=50, L=56, pop=162
S30940: N=23, L=41, pop=105
S30947: N=19, L=53, pop=125
S30948: N=21, L=25, pop=71
S32655: N=32, L=51, pop=134
S32662: N=47, L=46, pop=139
S32666: N=31, L=46, pop=123
S34325: N=43, L=21, pop=85
S34329: N=35, L=15, pop=65
S34339: N=29, L=44, pop=117
S34343: N=41, L=26, pop=93
S34348: N=36, L=30, pop=96
S34358: N=42, L=35, pop=112
S34364: N=53, L=37, pop=127
S34368: N=29, L=30, pop=89
S34373: N=38, L=44, pop=126
S34378: N=26, L=36, pop=98
S34382: N=45, L=35, pop=115
S34383: N=40, L=24, pop=88
S34386: N=38, L=29, pop=96
S34396: N=19, L=48, pop=115
S34399: N=29, L=22, pop=73
S34405: N=50, L=18, pop=86
S36239: N=28, L=32, pop=92
S36241: N=29, L=26, pop=81
S36247: N=29, L=21, pop=71
S36252: N=47, L=17, pop=81
S36261: N=28, L=32, pop=92
S36262: N=46, L=24, pop=94
S36266: N=39, L=46, pop=131
S36275: N=32, L=26, pop=84
S36276: N=42, L=24, pop=90
S36284: N=39, L=30, pop=99
S36290: N=34, L=31, pop=96
S36292: N=46, L=24, pop=94
S36302: N=14, L=26, pop=66
S36308: N=26, L=31, pop=88
S38287: N=24, L=18, pop=60
S38288: N=27, L=18, pop=63
S38291: N=30, L=23, pop=76
S38294: N=31, L=31, pop=93
S38298: N=16, L=37, pop=90
S38301: N=20, L=30, pop=80
S38309: N=23, L=31, pop=85
S40278: N=24, L=27, pop=78
S40280: N=32, L=14, pop=60
S40285: N=18, L=22, pop=62
S40289: N=21, L=34, pop=89
S40296: N=21, L=23, pop=67
S40303: N=23, L=24, pop=71
S40309: N=30, L=26, pop=82
S40310: N=19, L=24, pop=67
S40317: N=29, L=18, pop=65
S40319: N=28, L=20, pop=68
S40325: N=21, L=30, pop=81
S40328: N=25, L=30, pop=85
S40333: N=22, L=17, pop=56
S40342: N=35, L=28, pop=91
S40352: N=24, L=21, pop=66
S40359: N=27, L=20, pop=67
S40368: N=25, L=24, pop=73
S40371: N=37, L=16, pop=69
S40373: N=24, L=39, pop=102
S42545: N=20, L=19, pop=58
S42549: N=23, L=22, pop=67
S42553: N=27, L=27, pop=81
S42557: N=21, L=23, pop=67
S44538: N=20, L=20, pop=60
S44541: N=20, L=20, pop=60
S44544: N=20, L=20, pop=60
S44548: N=20, L=20, pop=60
S44555: N=20, L=20, pop=60
S44564: N=20, L=20, pop=60
S44566: N=20, L=20, pop=60
S44568: N=20, L=20, pop=60
S44578: N=20, L=20, pop=60
S44583: N=20, L=20, pop=60
S44587: N=20, L=20, pop=60
S3: N=180, L=121, pop=422
S8: N=100, L=95, pop=290
S10: N=160, L=127, pop=414
S15: N=67, L=90, pop=247
S23: N=106, L=79, pop=264
S31: N=74, L=108, pop=290
S32: N=151, L=69, pop=289
S39: N=143, L=142, pop=427
S41: N=91, L=145, pop=381
S47: N=159, L=68, pop=295
S52: N=115, L=179, pop=473
S58: N=126, L=122, pop=370
S61: N=83, L=105, pop=293
S63: N=149, L=78, pop=305
S72: N=124, L=162, pop=448
S76: N=81, L=118, pop=317
S182: N=106, L=91, pop=288
S188: N=95, L=72, pop=239
S189: N=143, L=109, pop=361
S192: N=113, L=116, pop=345
S202: N=125, L=117, pop=359
S210: N=140, L=132, pop=404
S211: N=90, L=132, pop=354
S213: N=94, L=127, pop=348
S219: N=143, L=97, pop=337
S224: N=111, L=111, pop=333
S225: N=111, L=103, pop=317
S356: N=100, L=112, pop=324
S361: N=94, L=61, pop=216
S370: N=111, L=107, pop=325
S377: N=139, L=85, pop=309
S381: N=91, L=116, pop=323
S384: N=106, L=104, pop=314
S392: N=80, L=170, pop=420
S398: N=108, L=112, pop=332
S401: N=107, L=128, pop=363
S411: N=110, L=86, pop=282
S414: N=140, L=69, pop=278
S418: N=92, L=132, pop=356
S419: N=111, L=128, pop=367
S427: N=107, L=104, pop=315
S434: N=166, L=131, pop=428
S438: N=104, L=69, pop=242
S659: N=151, L=96, pop=343
S668: N=133, L=128, pop=389
S676: N=95, L=121, pop=337
S949: N=111, L=62, pop=235
S951: N=90, L=132, pop=354
S954: N=98, L=127, pop=352
S955: N=45, L=98, pop=241
S959: N=57, L=107, pop=271
S968: N=98, L=110, pop=318
S977: N=112, L=69, pop=250
S979: N=87, L=143, pop=373
S981: N=123, L=99, pop=321
S982: N=108, L=134, pop=376
S992: N=109, L=68, pop=245
S998: N=35, L=54, pop=143
S1000: N=123, L=129, pop=381
S1008: N=90, L=103, pop=296
S1010: N=74, L=86, pop=246
S1012: N=119, L=87, pop=293
S1019: N=113, L=95, pop=303
S1375: N=96, L=117, pop=330
S1385: N=147, L=84, pop=315
S1395: N=96, L=68, pop=232
S1401: N=125, L=80, pop=285
S1407: N=88, L=98, pop=284
S1410: N=89, L=92, pop=273
S1418: N=136, L=89, pop=314
S1428: N=177, L=92, pop=361
S1436: N=139, L=110, pop=359
S1437: N=99, L=89, pop=277
S1821: N=166, L=148, pop=462
S1825: N=81, L=90, pop=261
S1829: N=104, L=103, pop=310
S1839: N=115, L=104, pop=323
S1840: N=125, L=64, pop=253
S1845: N=77, L=105, pop=287
S1846: N=113, L=99, pop=311
S1853: N=127, L=97, pop=321
S1854: N=122, L=77, pop=276
S1855: N=100, L=128, pop=356
S1856: N=136, L=116, pop=368
S1865: N=171, L=131, pop=433
S1869: N=112, L=83, pop=278
S1872: N=97, L=74, pop=245
S1877: N=109, L=133, pop=375
S1882: N=65, L=120, pop=305
S1889: N=113, L=132, pop=377
S1891: N=120, L=109, pop=338
S2424: N=150, L=83, pop=316
S2434: N=147, L=109, pop=365
S2436: N=101, L=128, pop=357
S2437: N=72, L=97, pop=266
S2447: N=134, L=107, pop=348
S2456: N=89, L=95, pop=279
S2458: N=142, L=50, pop=242
S2464: N=129, L=77, pop=283
S2470: N=65, L=100, pop=265
S2479: N=73, L=74, pop=221
S2488: N=89, L=85, pop=259
S2498: N=134, L=79, pop=292
S2507: N=85, L=105, pop=295
S2516: N=100, L=148, pop=396
S2520: N=109, L=90, pop=289
